bhsa_node	g_cons	macula_nodes	mt_cons_1	mt_cons_2	mt_cons_3	mt_cons_4
190634	<MDTJ	213285	<MDTJ			
190635	L	213286	L			
190636	PNJW	213287|213288	PNJ	W		
190637	KJ	213289	KJ			
190638	H	213290	H			
190639	JWM	213291	JWM			
190640	>R>H	213292	>R>H			
190641	>LJW	213293|213294	>LJ	W		
190642	W	213295	W			
190643	JLK	213296	JLK			
190644	<BDJHW	213297	<BDJHW			
190645	L	213298	L			
190646	QR>T	213299	QR>T			
190647	>X>B	213300	>X>B			
190648	W	213301	W			
190649	JGD	213302	JGD			
190650	LW	213303|213304	L	W		
190651	W	213305	W			
190652	JLK	213306	JLK			
190653	>X>B	213307	>X>B			
190654	L	213308	L			
190655	QR>T	213309	QR>T			
190656	>LJHW	213310	>LJHW			
190657	W	213311	W			
190658	JHJ	213312	JHJ			
190659	K	213313	K			
190660	R>WT	213314	R>WT			
190661	>X>B	213315	>X>B			
190662	>T	213316	>T			
190663	>LJHW	213317	>LJHW			
190664	W	213318	W			
190665	J>MR	213319	J>MR			
190666	>X>B	213320	>X>B			
190667	>LJW	213321|213322	>LJ	W		
190668	H	213323	H			
190669	>TH	213324	>TH			
190670	ZH	213325	ZH			
190671	<KR	213326	<KR			
190672	JFR>L	213327	JFR>L			
190673	W	213328	W			
190674	J>MR	213329	J>MR			
190675	L>	213330	L>			
190676	<KRTJ	213331	<KRTJ			
190677	>T	213332	>T			
190678	JFR>L	213333	JFR>L			
190679	KJ	213334	KJ			
190680	>M	213335	>M			
190681	>TH	213336	>TH			
190682	W	213337	W			
190683	BJT	213338	BJT			
190684	>BJK	213339|213340	>BJ	K		
190685	B	213341	B			
190686	<ZBKM	213342|213343	<ZB	KM		
190687	>T	213344	>T			
190688	MYWT	213345	MYWT			
190689	JHWH	213346	JHWH			
190690	W	213347	W			
190691	TLK	213348	TLK			
190692	>XRJ	213349	>XRJ			
190693	H	213350	H			
190694	B<LJM	213351	B<LJM			
190695	W	213352	W			
190696	<TH	213353	<TH			
190697	CLX	213354	CLX			
190698	QBY	213355	QBY			
190699	>LJ	213356|213357	>L	J		
190700	>T	213358	>T			
190701	KL	213359	KL			
190702	JFR>L	213360	JFR>L			
190703	>L	213361	>L			
190704	HR	213362	HR			
190705	H	213363	H			
190706	KRML	213364	KRML			
190707	W	213365	W			
190708	>T	213366	>T			
190709	NBJ>J	213367	NBJ>J			
190710	H	213368	H			
190711	B<L	213369	B<L			
190712	>RB<	213370	>RB<			
190713	M>WT	213371	M>WT			
190714	W	213372	W			
190715	XMCJM	213373	XMCJM			
190716	W	213374	W			
190717	NBJ>J	213375	NBJ>J			
190718	H	213376	H			
190719	>CRH	213377	>CRH			
190720	>RB<	213378	>RB<			
190721	M>WT	213379	M>WT			
190722	>KLJ	213380	>KLJ			
190723	CLXN	213381	CLXN			
190724	>JZBL	213382	>JZBL			
190725	W	213383	W			
190726	JCLX	213384	JCLX			
190727	>X>B	213385	>X>B			
190728	B	213386	B			
190729	KL	213387	KL			
190730	BNJ	213388	BNJ			
190731	JFR>L	213389	JFR>L			
190732	W	213390	W			
190733	JQBY	213391	JQBY			
190734	>T	213392	>T			
190735	H	213393	H			
190736	NBJ>JM	213394	NBJ>JM			
190737	>L	213395	>L			
190738	HR	213396	HR			
190739	H	213397	H			
190740	KRML	213398	KRML			
190741	W	213399	W			
190742	JGC	213400	JGC			
190743	>LJHW	213401	>LJHW			
190744	>L	213402	>L			
190745	KL	213403	KL			
190746	H	213404	H			
190747	<M	213405	<M			
190748	W	213406	W			
190749	J>MR	213407	J>MR			
190750	<D	213408	<D			
190751	MTJ	213409	MTJ			
190752	>TM	213410	>TM			
190753	PSXJM	213411	PSXJM			
190754	<L	213412	<L			
190755	CTJ	213413	CTJ			
190756	H	213414	H			
190757	S<PJM	213415	S<PJM			
190758	>M	213416	>M			
190759	JHWH	213417	JHWH			
190760	H	213418	H			
190761	>LHJM	213419	>LHJM			
190762	LKW	213420	LKW			
190763	>XRJW	213421|213422	>XRJ	W		
190764	W	213423	W			
190765	>M	213424	>M			
190766	H	213425	H			
190767	B<L	213426	B<L			
190768	LKW	213427	LKW			
190769	>XRJW	213428|213429	>XRJ	W		
190770	W	213430	W			
190771	L>	213431	L>			
190772	<NW	213432	<NW			
190773	H	213433	H			
190774	<M	213434	<M			
190775	>TW	213435|213436	>T	W		
190776	DBR	213437	DBR			
190777	W	213438	W			
190778	J>MR	213439	J>MR			
190779	>LJHW	213440	>LJHW			
190780	>L	213441	>L			
190781	H	213442	H			
190782	<M	213443	<M			
190783	>NJ	213444	>NJ			
190784	NWTRTJ	213445	NWTRTJ			
190785	NBJ>	213446	NBJ>			
190786	L	213447	L			
190787	JHWH	213448	JHWH			
190788	L	213449	L			
190789	BDJ	213450|213451	BD	J		
190790	W	213452	W			
190791	NBJ>J	213453	NBJ>J			
190792	H	213454	H			
190793	B<L	213455	B<L			
190794	>RB<	213456	>RB<			
190795	M>WT	213457	M>WT			
190796	W	213458	W			
190797	XMCJM	213459	XMCJM			
190798	>JC	213460	>JC			
190799	W	213461	W			
190800	JTNW	213462	JTNW			
190801	LNW	213463|213464	L	NW		
190802	CNJM	213465	CNJM			
190803	PRJM	213466	PRJM			
190804	W	213467	W			
190805	JBXRW	213468	JBXRW			
190806	LHM	213469|213470	L	HM		
190807	H	213471	H			
190808	PR	213472	PR			
190809	H	213473	H			
190810	>XD	213474	>XD			
190811	W	213475	W			
190812	JNTXHW	213476|213477	JNTX	HW		
190813	W	213478	W			
190814	JFJMW	213479	JFJMW			
190815	<L	213480	<L			
190816	H	213481	H			
190817	<YJM	213482	<YJM			
190818	W	213483	W			
190819	>C	213484	>C			
190820	L>	213485	L>			
190821	JFJMW	213486	JFJMW			
190822	W	213487	W			
190823	>NJ	213488	>NJ			
190824	><FH	213489	><FH			
190825	>T	213490	>T			
190826	H	213491	H			
190827	PR	213492	PR			
190828	H	213493	H			
190829	>XD	213494	>XD			
190830	W	213495	W			
190831	NTTJ	213496	NTTJ			
190832	<L	213497	<L			
190833	H	213498	H			
190834	<YJM	213499	<YJM			
190835	W	213500	W			
190836	>C	213501	>C			
190837	L>	213502	L>			
190838	>FJM	213503	>FJM			
190839	W	213504	W			
190840	QR>TM	213505	QR>TM			
190841	B	213506	B			
190842	CM	213507	CM			
190843	>LHJKM	213508|213509	>LHJ	KM		
190844	W	213510	W			
190845	>NJ	213511	>NJ			
190846	>QR>	213512	>QR>			
190847	B	213513	B			
190848	CM	213514	CM			
190849	JHWH	213515	JHWH			
190850	W	213516	W			
190851	HJH	213517	HJH			
190852	H	213518	H			
190853	>LHJM	213519	>LHJM			
190854	>CR	213520	>CR			
190855	J<NH	213521	J<NH			
190856	B	213522	B			
190858	>C	213524	>C			
190859	HW>	213525	HW>			
190860	H	213526	H			
190861	>LHJM	213527	>LHJM			
190862	W	213528	W			
190863	J<N	213529	J<N			
190864	KL	213530	KL			
190865	H	213531	H			
190866	<M	213532	<M			
190867	W	213533	W			
190868	J>MRW	213534	J>MRW			
190869	VWB	213535	VWB			
190870	H	213536	H			
190871	DBR	213537	DBR			
190872	W	213538	W			
190873	J>MR	213539	J>MR			
190874	>LJHW	213540	>LJHW			
190875	L	213541	L			
190876	NBJ>J	213542	NBJ>J			
190877	H	213543	H			
190878	B<L	213544	B<L			
190879	BXRW	213545	BXRW			
190880	LKM	213546|213547	L	KM		
190881	H	213548	H			
190882	PR	213549	PR			
190883	H	213550	H			
190884	>XD	213551	>XD			
190885	W	213552	W			
190886	<FW	213553	<FW			
190887	R>CNH	213554	R>CNH			
190888	KJ	213555	KJ			
190889	>TM	213556	>TM			
190890	H	213557	H			
190891	RBJM	213558	RBJM			
190892	W	213559	W			
190893	QR>W	213560	QR>W			
190894	B	213561	B			
190895	CM	213562	CM			
190896	>LHJKM	213563|213564	>LHJ	KM		
190897	W	213565	W			
190898	>C	213566	>C			
190899	L>	213567	L>			
190900	TFJMW	213568	TFJMW			
190901	W	213569	W			
190902	JQXW	213570	JQXW			
190903	>T	213571	>T			
190904	H	213572	H			
190905	PR	213573	PR			
190906	>CR	213574	>CR			
190907	NTN	213575	NTN			
190908	LHM	213576|213577	L	HM		
190909	W	213578	W			
190910	J<FW	213579	J<FW			
190911	W	213580	W			
190912	JQR>W	213581	JQR>W			
190913	B	213582	B			
190914	CM	213583	CM			
190915	H	213584	H			
190916	B<L	213585	B<L			
190917	M	213586	M			
190918	H	213587	H			
190919	BQR	213588	BQR			
190920	W	213589	W			
190921	<D	213590	<D			
190922	H	213591	H			
190923	YHRJM	213592	YHRJM			
190924	L	213593	L			
190925	>MR	213594	>MR			
190926	H	213595	H			
190927	B<L	213596	B<L			
190928	<NNW	213597|213598	<N	NW		
190929	W	213599	W			
190930	>JN	213600	>JN			
190931	QWL	213601	QWL			
190932	W	213602	W			
190933	>JN	213603	>JN			
190934	<NH	213604	<NH			
190935	W	213605	W			
190936	JPSXW	213606	JPSXW			
190937	<L	213607	<L			
190938	H	213608	H			
190939	MZBX	213609	MZBX			
190940	>CR	213610	>CR			
190941	<FH	213611	<FH			
190942	W	213612	W			
190943	JHJ	213613	JHJ			
190944	B	213614	B			
190946	YHRJM	213616	YHRJM			
190947	W	213617	W			
190948	JHTL	213618	JHTL			
190949	BHM	213619|213620	B	HM		
190950	>LJHW	213621	>LJHW			
190951	W	213622	W			
190952	J>MR	213623	J>MR			
190953	QR>W	213624	QR>W			
190954	B	213625	B			
190955	QWL	213626	QWL			
190956	GDWL	213627	GDWL			
190957	KJ	213628	KJ			
190958	>LHJM	213629	>LHJM			
190959	HW>	213630	HW>			
190960	KJ	213631	KJ			
190961	FJX	213632	FJX			
190962	W	213633	W			
190963	KJ	213634	KJ			
190964	FJG	213635	FJG			
190965	LW	213636|213637	L	W		
190966	W	213638	W			
190967	KJ	213639	KJ			
190968	DRK	213640	DRK			
190969	LW	213641|213642	L	W		
190970	>WLJ	213643	>WLJ			
190971	JCN	213644	JCN			
190972	HW>	213645	HW>			
190973	W	213646	W			
190974	JQY	213647	JQY			
190975	W	213648	W			
190976	JQR>W	213649	JQR>W			
190977	B	213650	B			
190978	QWL	213651	QWL			
190979	GDWL	213652	GDWL			
190980	W	213653	W			
190981	JTGDDW	213654	JTGDDW			
190982	K	213655	K			
190983	MCPVM	213656|213657	MCPV	M		
190984	B	213658	B			
190986	XRBWT	213660	XRBWT			
190987	W	213661	W			
190988	B	213662	B			
190990	RMXJM	213664	RMXJM			
190991	<D	213665	<D			
190992	CPK	213666	CPK			
190993	DM	213667	DM			
190994	<LJHM	213668|213669	<LJ	HM		
190995	W	213670	W			
190996	JHJ	213671	JHJ			
190997	K	213672	K			
190998	<BR	213673	<BR			
190999	H	213674	H			
191000	YHRJM	213675	YHRJM			
191001	W	213676	W			
191002	JTNB>W	213677	JTNB>W			
191003	<D	213678	<D			
191004	L	213679	L			
191005	<LWT	213680	<LWT			
191006	H	213681	H			
191007	MNXH	213682	MNXH			
191008	W	213683	W			
191009	>JN	213684	>JN			
191010	QWL	213685	QWL			
191011	W	213686	W			
191012	>JN	213687	>JN			
191013	<NH	213688	<NH			
191014	W	213689	W			
191015	>JN	213690	>JN			
191016	QCB	213691	QCB			
191017	W	213692	W			
191018	J>MR	213693	J>MR			
191019	>LJHW	213694	>LJHW			
191020	L	213695	L			
191021	KL	213696	KL			
191022	H	213697	H			
191023	<M	213698	<M			
191024	GCW	213699	GCW			
191025	>LJ	213700|213701	>L	J		
191026	W	213702	W			
191027	JGCW	213703	JGCW			
191028	KL	213704	KL			
191029	H	213705	H			
191030	<M	213706	<M			
191031	>LJW	213707|213708	>LJ	W		
191032	W	213709	W			
191033	JRP>	213710	JRP>			
191034	>T	213711	>T			
191035	MZBX	213712	MZBX			
191036	JHWH	213713	JHWH			
191037	H	213714	H			
191038	HRWS	213715	HRWS			
191039	W	213716	W			
191040	JQX	213717	JQX			
191041	>LJHW	213718	>LJHW			
191042	CTJM	213719	CTJM			
191043	<FRH	213720	<FRH			
191044	>BNJM	213721	>BNJM			
191045	K	213722	K			
191046	MSPR	213723	MSPR			
191047	CBVJ	213724	CBVJ			
191048	BNJ	213725	BNJ			
191049	J<QB	213726	J<QB			
191050	>CR	213727	>CR			
191051	HJH	213728	HJH			
191052	DBR	213729	DBR			
191053	JHWH	213730	JHWH			
191054	>LJW	213731|213732	>LJ	W		
191055	L	213733	L			
191056	>MR	213734	>MR			
191057	JFR>L	213735	JFR>L			
191058	JHJH	213736	JHJH			
191059	CMK	213737|213738	CM	K		
191060	W	213739	W			
191061	JBNH	213740	JBNH			
191062	>T	213741	>T			
191063	H	213742	H			
191064	>BNJM	213743	>BNJM			
191065	MZBX	213744	MZBX			
191066	B	213745	B			
191067	CM	213746	CM			
191068	JHWH	213747	JHWH			
191069	W	213748	W			
191070	J<F	213749	J<F			
191071	T<LH	213750	T<LH			
191072	K	213751	K			
191073	BJT	213752	BJT			
191074	S>TJM	213753	S>TJM			
191075	ZR<	213754	ZR<			
191076	SBJB	213755	SBJB			
191077	L	213756	L			
191079	MZBX	213758	MZBX			
191080	W	213759	W			
191081	J<RK	213760	J<RK			
191082	>T	213761	>T			
191083	H	213762	H			
191084	<YJM	213763	<YJM			
191085	W	213764	W			
191086	JNTX	213765	JNTX			
191087	>T	213766	>T			
191088	H	213767	H			
191089	PR	213768	PR			
191090	W	213769	W			
191091	JFM	213770	JFM			
191092	<L	213771	<L			
191093	H	213772	H			
191094	<YJM	213773	<YJM			
191095	W	213774	W			
191096	J>MR	213775	J>MR			
191097	ML>W	213776	ML>W			
191098	>RB<H	213777	>RB<H			
191099	KDJM	213778	KDJM			
191100	MJM	213779	MJM			
191101	W	213780	W			
191102	JYQW	213781	JYQW			
191103	<L	213782	<L			
191104	H	213783	H			
191105	<LH	213784	<LH			
191106	W	213785	W			
191107	<L	213786	<L			
191108	H	213787	H			
191109	<YJM	213788	<YJM			
191110	W	213789	W			
191111	J>MR	213790	J>MR			
191112	CNW	213791	CNW			
191113	W	213792	W			
191114	JCNW	213793	JCNW			
191115	W	213794	W			
191116	J>MR	213795	J>MR			
191117	CLCW	213796	CLCW			
191118	W	213797	W			
191119	JCLCW	213798	JCLCW			
191120	W	213799	W			
191121	JLKW	213800	JLKW			
191122	H	213801	H			
191123	MJM	213802	MJM			
191124	SBJB	213803	SBJB			
191125	L	213804	L			
191127	MZBX	213806	MZBX			
191128	W	213807	W			
191129	GM	213808	GM			
191130	>T	213809	>T			
191131	H	213810	H			
191132	T<LH	213811	T<LH			
191133	ML>	213812	ML>			
191134	MJM	213813	MJM			
191135	W	213814	W			
191136	JHJ	213815	JHJ			
191137	B	213816	B			
191138	<LWT	213817	<LWT			
191139	H	213818	H			
191140	MNXH	213819	MNXH			
191141	W	213820	W			
191142	JGC	213821	JGC			
191143	>LJHW	213822	>LJHW			
191144	H	213823	H			
191145	NBJ>	213824	NBJ>			
191146	W	213825	W			
191147	J>MR	213826	J>MR			
191148	JHWH	213827	JHWH			
191149	>LHJ	213828	>LHJ			
191150	>BRHM	213829	>BRHM			
191151	JYXQ	213830	JYXQ			
191152	W	213831	W			
191153	JFR>L	213832	JFR>L			
191154	H	213833	H			
191155	JWM	213834	JWM			
191156	JWD<	213835	JWD<			
191157	KJ	213836	KJ			
191158	>TH	213837	>TH			
191159	>LHJM	213838	>LHJM			
191160	B	213839	B			
191161	JFR>L	213840	JFR>L			
191162	W	213841	W			
191163	>NJ	213842	>NJ			
191164	<BDK	213843|213844	<BD	K		
191165	W	213845	W			
191166	B	213846	B			
191167	DBRJK	213847|213848	DBR	K		
191168	<FJTJ	213849	<FJTJ			
191169	>T	213850	>T			
191170	KL	213851	KL			
191171	H	213852	H			
191172	DBRJM	213853	DBRJM			
191173	H	213854	H			
191174	>LH	213855	>LH			
191175	<NNJ	213856|213857	<N	NJ		
191176	JHWH	213858	JHWH			
191177	<NNJ	213859|213860	<N	NJ		
191178	W	213861	W			
191179	JD<W	213862	JD<W			
191180	H	213863	H			
191181	<M	213864	<M			
191182	H	213865	H			
191183	ZH	213866	ZH			
191184	KJ	213867	KJ			
191185	>TH	213868	>TH			
191186	JHWH	213869	JHWH			
191187	H	213870	H			
191188	>LHJM	213871	>LHJM			
191189	W	213872	W			
191190	>TH	213873	>TH			
191191	HSBT	213874	HSBT			
191192	>T	213875	>T			
191193	LBM	213876|213877	LB	M		
191194	>XRNJT	213878	>XRNJT			
191195	W	213879	W			
191196	TPL	213880	TPL			
191197	>C	213881	>C			
191198	JHWH	213882	JHWH			
191199	W	213883	W			
191200	T>KL	213884	T>KL			
191201	>T	213885	>T			
191202	H	213886	H			
191203	<LH	213887	<LH			
191204	W	213888	W			
191205	>T	213889	>T			
191206	H	213890	H			
191207	<YJM	213891	<YJM			
191208	W	213892	W			
191209	>T	213893	>T			
191210	H	213894	H			
191211	>BNJM	213895	>BNJM			
191212	W	213896	W			
191213	>T	213897	>T			
191214	H	213898	H			
191215	<PR	213899	<PR			
191216	W	213900	W			
191217	>T	213901	>T			
191218	H	213902	H			
191219	MJM	213903	MJM			
191220	>CR	213904	>CR			
191221	B	213905	B			
191223	T<LH	213907	T<LH			
191224	LXKH	213908	LXKH			
191225	W	213909	W			
191226	JR>	213910	JR>			
191227	KL	213911	KL			
191228	H	213912	H			
191229	<M	213913	<M			
191230	W	213914	W			
191231	JPLW	213915	JPLW			
191232	<L	213916	<L			
191233	PNJHM	213917|213918	PNJ	HM		
191234	W	213919	W			
191235	J>MRW	213920	J>MRW			
191236	JHWH	213921	JHWH			
191237	HW>	213922	HW>			
191238	H	213923	H			
191239	>LHJM	213924	>LHJM			
191240	JHWH	213925	JHWH			
191241	HW>	213926	HW>			
191242	H	213927	H			
191243	>LHJM	213928	>LHJM			
191244	W	213929	W			
191245	J>MR	213930	J>MR			
191246	>LJHW	213931	>LJHW			
191247	LHM	213932|213933	L	HM		
191248	TPFW	213934	TPFW			
191249	>T	213935	>T			
191250	NBJ>J	213936	NBJ>J			
191251	H	213937	H			
191252	B<L	213938	B<L			
191253	>JC	213939	>JC			
191254	>L	213940	>L			
191255	JMLV	213941	JMLV			
191256	MHM	213942|213943	M	HM		
191257	W	213944	W			
191258	JTPFWM	213945|213946	JTPFW	M		
191259	W	213947	W			
191260	JWRDM	213948|213949	JWRD	M		
191261	>LJHW	213950	>LJHW			
191262	>L	213951	>L			
191263	NXL	213952	NXL			
191264	QJCWN	213953	QJCWN			
191265	W	213954	W			
191266	JCXVM	213955|213956	JCXV	M		
191267	CM	213957	CM			
191268	W	213958	W			
191269	J>MR	213959	J>MR			
191270	>LJHW	213960	>LJHW			
191271	L	213961	L			
191272	>X>B	213962	>X>B			
191273	<LH	213963	<LH			
191274	>KL	213964	>KL			
191275	W	213965	W			
191276	CTH	213966	CTH			
191277	KJ	213967	KJ			
191278	QWL	213968	QWL			
191279	HMWN	213969	HMWN			
191280	H	213970	H			
191281	GCM	213971	GCM			
191282	W	213972	W			
191283	J<LH	213973	J<LH			
191284	>X>B	213974	>X>B			
191285	L	213975	L			
191286	>KL	213976	>KL			
191287	W	213977	W			
191288	L	213978	L			
191289	CTWT	213979	CTWT			
191290	W	213980	W			
191291	>LJHW	213981	>LJHW			
191292	<LH	213982	<LH			
191293	>L	213983	>L			
191294	R>C	213984	R>C			
191295	H	213985	H			
191296	KRML	213986	KRML			
191297	W	213987	W			
191298	JGHR	213988	JGHR			
191299	>RYH	213989|213990	>RY	H		
191300	W	213991	W			
191301	JFM	213992	JFM			
191302	PNJW	213993|213994	PNJ	W		
191303	BJN	213995	BJN			
191304	BRKW	213996|213997	BRKJ	W		
191305	W	213998	W			
191306	J>MR	213999	J>MR			
191307	>L	214000	>L			
191308	N<RW	214001|214002	N<R	W		
191309	<LH	214003	<LH			
191310	N>	214004	N>			
191311	HBV	214005	HBV			
191312	DRK	214006	DRK			
191313	JM	214007	JM			
191314	W	214008	W			
191315	J<L	214009	J<L			
191316	W	214010	W			
191317	JBV	214011	JBV			
191318	W	214012	W			
191319	J>MR	214013	J>MR			
191320	>JN	214014	>JN			
191321	M>WMH	214015	M>WMH			
191322	W	214016	W			
191323	J>MR	214017	J>MR			
191324	CB	214018	CB			
191325	CB<	214019	CB<			
191326	P<MJM	214020	P<MJM			
191327	W	214021	W			
191328	JHJ	214022	JHJ			
191329	B	214023	B			
191331	CB<JT	214025	CB<JT			
191332	W	214026	W			
191333	J>MR	214027	J>MR			
191334	HNH	214028	HNH			
191335	<B	214029	<B			
191336	QVNH	214030	QVNH			
191337	K	214031	K			
191338	KP	214032	KP			
191339	>JC	214033	>JC			
191340	<LH	214034	<LH			
191341	M	214035	M			
191342	JM	214036	JM			
191343	W	214037	W			
191344	J>MR	214038	J>MR			
191345	<LH	214039	<LH			
191346	>MR	214040	>MR			
191347	>L	214041	>L			
191348	>X>B	214042	>X>B			
191349	>SR	214043	>SR			
191350	W	214044	W			
191351	RD	214045	RD			
191352	W	214046	W			
191353	L>	214047	L>			
191354	J<YRKH	214048|214049	J<YR	KH		
191355	H	214050	H			
191356	GCM	214051	GCM			
191357	W	214052	W			
191358	JHJ	214053	JHJ			
191359	<D	214054	<D			
191360	KH	214055	KH			
191361	W	214056	W			
191362	<D	214057	<D			
191363	KH	214058	KH			
191364	W	214059	W			
191365	H	214060	H			
191366	CMJM	214061	CMJM			
191367	HTQDRW	214062	HTQDRW			
191368	<BJM	214063	<BJM			
191369	W	214064	W			
191370	RWX	214065	RWX			
191371	W	214066	W			
191372	JHJ	214067	JHJ			
191373	GCM	214068	GCM			
191374	GDWL	214069	GDWL			
191375	W	214070	W			
191376	JRKB	214071	JRKB			
191377	>X>B	214072	>X>B			
191378	W	214073	W			
191379	JLK	214074	JLK			
191380	JZR<>LH	214075|214076	JZR<>L	H		
191381	W	214077	W			
191382	JD	214078	JD			
191383	JHWH	214079	JHWH			
191384	HJTH	214080	HJTH			
191385	>L	214081	>L			
191386	>LJHW	214082	>LJHW			
191387	W	214083	W			
191388	JCNS	214084	JCNS			
191389	MTNJW	214085|214086	MTNJ	W		
191390	W	214087	W			
191391	JRY	214088	JRY			
191392	L	214089	L			
191393	PNJ	214090	PNJ			
191394	>X>B	214091	>X>B			
191395	<D	214092	<D			
191396	B>KH	214093|214094	B>	KH		
191397	JZR<>LH	214095|214096	JZR<>L	H		
191398	W	214097	W			
191399	JGD	214098	JGD			
191400	>X>B	214099	>X>B			
191401	L	214100	L			
191402	>JZBL	214101	>JZBL			
191403	>T	214102	>T			
191404	KL	214103	KL			
191405	>CR	214104	>CR			
191406	<FH	214105	<FH			
191407	>LJHW	214106	>LJHW			
191408	W	214107	W			
191409	>T	214108	>T			
191410	KL	214109	KL			
191411	>CR	214110	>CR			
191412	HRG	214111	HRG			
191413	>T	214112	>T			
191414	KL	214113	KL			
191415	H	214114	H			
191416	NBJ>JM	214115	NBJ>JM			
191417	B	214116	B			
191419	XRB	214118	XRB			
191420	W	214119	W			
191421	TCLX	214120	TCLX			
191422	>JZBL	214121	>JZBL			
191423	ML>K	214122	ML>K			
191424	>L	214123	>L			
191425	>LJHW	214124	>LJHW			
191426	L	214125	L			
191427	>MR	214126	>MR			
191428	KH	214127	KH			
191429	J<FWN	214128|214129	J<FW	N		
191430	>LHJM	214130	>LHJM			
191431	W	214131	W			
191432	KH	214132	KH			
191433	JWSPWN	214133|214134	JWSPW	N		
191434	KJ	214135	KJ			
191435	K	214136	K			
191437	<T	214138	<T			
191438	MXR	214139	MXR			
191439	>FJM	214140	>FJM			
191440	>T	214141	>T			
191441	NPCK	214142|214143	NPC	K		
191442	K	214144	K			
191443	NPC	214145	NPC			
191444	>XD	214146	>XD			
191445	MHM	214147|214148	M	HM		
191446	W	214149	W			
191447	JR>	214150	JR>			
191448	W	214151	W			
191449	JQM	214152	JQM			
191450	W	214153	W			
191451	JLK	214154	JLK			
191452	>L	214155	>L			
191453	NPCW	214156|214157	NPC	W		
191454	W	214158	W			
191455	JB>	214159	JB>			
191456	B>R	214160	B>R			
191457	CB<	214161	CB<			
191458	>CR	214162	>CR			
191459	L	214163	L			
191460	JHWDH	214164	JHWDH			
191461	W	214165	W			
191462	JNX	214166	JNX			
191463	>T	214167	>T			
191464	N<RW	214168|214169	N<R	W		
191465	CM	214170	CM			
191466	W	214171	W			
191467	HW>	214172	HW>			
191468	HLK	214173	HLK			
191469	B	214174	B			
191471	MDBR	214176	MDBR			
191472	DRK	214177	DRK			
191473	JWM	214178	JWM			
191474	W	214179	W			
191475	JB>	214180	JB>			
191476	W	214181	W			
191477	JCB	214182	JCB			
191478	TXT	214183	TXT			
191479	RTM	214184	RTM			
191480	>XT	214185	>XD			
191481	W	214186	W			
191482	JC>L	214187	JC>L			
191483	>T	214188	>T			
191484	NPCW	214189|214190	NPC	W		
191485	L	214191	L			
191486	MWT	214192	MWT			
191487	W	214193	W			
191488	J>MR	214194	J>MR			
191489	RB	214195	RB			
191490	<TH	214196	<TH			
191491	JHWH	214197	JHWH			
191492	QX	214198	QX			
191493	NPCJ	214199|214200	NPC	J		
191494	KJ	214201	KJ			
191495	L>	214202	L>			
191496	VWB	214203	VWB			
191497	>NKJ	214204	>NKJ			
191498	M	214205	M			
191499	>BTJ	214206|214207	>BT	J		
191500	W	214208	W			
191501	JCKB	214209	JCKB			
191502	W	214210	W			
191503	JJCN	214211	JJCN			
191504	TXT	214212	TXT			
191505	RTM	214213	RTM			
191506	>XD	214214	>XD			
191507	W	214215	W			
191508	HNH	214216	HNH			
191509	ZH	214217	ZH			
191510	ML>K	214218	ML>K			
191511	NG<	214219	NG<			
191512	BW	214220|214221	B	W		
191513	W	214222	W			
191514	J>MR	214223	J>MR			
191515	LW	214224|214225	L	W		
191516	QWM	214226	QWM			
191517	>KWL	214227	>KWL			
191518	W	214228	W			
191519	JBV	214229	JBV			
191520	W	214230	W			
191521	HNH	214231	HNH			
191522	MR>CTJW	214232|214233	MR>CTJ	W		
191523	<GT	214234	<GT			
191524	RYPJM	214235	RYPJM			
191525	W	214236	W			
191526	YPXT	214237	YPXT			
191527	MJM	214238	MJM			
191528	W	214239	W			
191529	J>KL	214240	J>KL			
191530	W	214241	W			
191531	JCT	214242	JCT			
191532	W	214243	W			
191533	JCB	214244	JCB			
191534	W	214245	W			
191535	JCKB	214246	JCKB			
191536	W	214247	W			
191537	JCB	214248	JCB			
191538	ML>K	214249	ML>K			
191539	JHWH	214250	JHWH			
191540	CNJT	214251	CNJT			
191541	W	214252	W			
191542	JG<	214253	JG<			
191543	BW	214254|214255	B	W		
191544	W	214256	W			
191545	J>MR	214257	J>MR			
191546	QWM	214258	QWM			
191547	>KL	214259	>KL			
191548	KJ	214260	KJ			
191549	RB	214261	RB			
191550	MMK	214262|214263	MM	K		
191551	H	214264	H			
191552	DRK	214265	DRK			
191553	W	214266	W			
191554	JQM	214267	JQM			
191555	W	214268	W			
191556	J>KL	214269	J>KL			
191557	W	214270	W			
191558	JCTH	214271	JCTH			
191559	W	214272	W			
191560	JLK	214273	JLK			
191561	B	214274	B			
191562	KX	214275	KX			
191563	H	214276	H			
191564	>KJLH	214277	>KJLH			
191565	H	214278	H			
191566	HJ>	214279	HJ>			
191567	>RB<JM	214280	>RB<JM			
191568	JWM	214281	JWM			
191569	W	214282	W			
191570	>RB<JM	214283	>RB<JM			
191571	LJLH	214284	LJLH			
191572	<D	214285	<D			
191573	HR	214286	HR			
191574	H	214287	H			
191575	>LHJM	214288	>LHJM			
191576	XRB	214289	XRB			
191577	W	214290	W			
191578	JB>	214291	JB>			
191579	CM	214292	CM			
191580	>L	214293	>L			
191581	H	214294	H			
191582	M<RH	214295	M<RH			
191583	W	214296	W			
191584	JLN	214297	JLN			
191585	CM	214298	CM			
191586	W	214299	W			
191587	HNH	214300	HNH			
191588	DBR	214301	DBR			
